Route,Min Gap,Vehicle,Delay,Direction_e,Direction_n,Direction_s,Direction_w,Incident_Diversion,Incident_Emergency Services,Incident_General Delay,Incident_Held By,Incident_Investigation,Incident_Late Leaving Garage,Incident_Mechanical,Incident_Overhead - Pantograph,Incident_Utilized Off Route,Day_Friday,Day_Monday,Day_Saturday,Day_Sunday,Day_Thursday,Day_Tuesday,Day_Wednesday,Year,Month,Day,Hour
501,215,4233,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2015,4,1,5
512,10,4086,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,4,1,5
505,10,4050,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2015,4,1,5
511,7,4232,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2015,4,1,6
510,4,7410,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,4,1,6
503,71,4114,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2015,4,1,6
502,71,4120,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2015,4,1,6
509,8,4083,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,4,1,6
509,11,4030,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2015,4,1,6
509,8,4183,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,4,1,6
501,11,4208,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,4,1,6
510,10,510,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2015,4,1,6
501,31,4234,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,4,2,8
512,19,4168,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,4,2,8
512,22,4032,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,4,2,8
511,18,4057,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2015,4,2,8
501,11,4216,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2015,4,2,8
512,24,4118,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,4,2,8
505,14,4186,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2015,4,2,8
503,25,4140,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,4,2,12
510,8,7821,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,4,2,15
512,0,4196,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,4,2,18
506,18,4102,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2015,4,2,4
510,8,7763,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,4,2,4
510,12,7838,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,4,2,4
512,0,4196,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,4,2,4
512,0,4155,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,4,2,5
502,24,4092,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,4,2,5
510,8,7853,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,4,2,5
504,4,4180,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2015,4,2,5
502,24,4136,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,4,2,5
501,73,4243,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2015,4,2,5
512,71,4057,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2015,4,2,5
509,8,4126,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,4,2,5
501,11,4220,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,4,2,5
301,60,4059,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2015,4,3,5
511,18,4070,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015,4,3,5
501,20,4216,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,4,3,5
504,14,4177,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015,4,3,5
501,20,4232,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2015,4,3,5
504,12,4061,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2015,4,3,5
506,34,4105,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2015,4,3,5
510,4,7877,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2015,4,3,5
504,8,4153,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2015,4,3,5
505,119,4073,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2015,4,3,6
512,13,4154,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2015,4,3,6
509,27,4119,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2015,4,3,6
505,10,4003,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2015,4,3,6
505,10,4049,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2015,4,3,6
504,14,4178,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2015,4,3,6
512,12,4183,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2015,4,3,6
504,14,4180,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2015,4,3,6
505,14,4027,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2015,4,3,6
506,47,4102,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2015,4,3,6
512,11,4187,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2015,4,3,6
505,17,4039,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015,4,3,7
506,14,4153,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2015,4,4,7
504,24,4013,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2015,4,4,7
504,24,4190,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2015,4,4,7
506,12,4024,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2015,4,4,8
504,29,4043,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2015,4,4,8
504,15,4046,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,4,4,9
510,4,1418,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2015,4,4,10
512,20,4198,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2015,4,4,10
504,173,4057,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2015,4,4,4
505,173,4101,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2015,4,4,5
506,66,4103,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,4,4,5
506,16,4126,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2015,4,4,5
504,20,4105,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2015,4,4,5
509,26,4403,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2015,4,5,5
501,18,4224,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2015,4,5,5
509,12,4404,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2015,4,5,5
511,18,4245,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2015,4,5,5
509,16,4404,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2015,4,5,5
501,35,4220,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2015,4,5,5
501,43,4217,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2015,4,5,5
504,13,4092,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2015,4,5,5
501,10,4204,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2015,4,5,5
504,16,4068,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015,4,5,5
506,12,4156,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2015,4,5,6
505,56,4080,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015,4,5,6
504,48,4027,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015,4,5,6
501,18,4243,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2015,4,5,6
505,18,4172,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2015,4,6,8
505,14,4111,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2015,4,6,8
504,15,4068,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2015,4,6,9
504,12,4098,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2015,4,6,12
501,11,4205,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2015,4,6,14
506,5,4054,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2015,4,6,14
506,7,4054,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2015,4,6,14
506,7,4107,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2015,4,6,14
501,16,4234,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2015,4,6,14
504,2,4000,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2015,4,6,15
511,9,4025,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2015,4,6,18
511,9,4040,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2015,4,6,6
505,10,4042,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2015,4,6,6
501,12,4200,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2015,4,6,6
511,10,4202,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2015,4,6,6
504,8,4052,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2015,4,6,8
502,98,4019,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2015,4,6,10
501,90,4232,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2015,4,6,14
512,59,4191,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,4,6,14
506,22,4169,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2015,4,6,19
512,19,4059,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,4,6,20
511,10,4122,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2015,4,6,8
512,22,4191,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2015,4,6,9
512,10,4070,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2015,4,6,10
506,14,4158,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,4,6,10
501,50,4211,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2015,4,6,10
510,10,1535,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2015,4,6,14
510,10,1009,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2015,4,6,15
511,12,4044,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2015,4,6,16
501,10,4213,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2015,4,6,17
501,18,4243,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2015,4,7,21
306,22,4120,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2015,4,7,22
512,28,4032,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2015,4,7,6
504,15,4068,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2015,4,7,11
511,10,4217,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2015,4,7,12
501,10,4239,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2015,4,7,14
501,10,4245,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2015,4,7,15
505,11,4052,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2015,4,7,0
506,17,4121,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2015,4,7,6
512,0,4157,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,4,7,6
510,8,8100,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2015,4,7,9
509,8,4122,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2015,4,7,13
509,8,4182,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2015,4,7,14
509,5,4003,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2015,4,7,8
512,10,4011,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,4,7,8
512,10,4053,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,4,7,8
501,26,4243,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2015,4,7,12
512,13,4011,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,4,7,19
504,28,4181,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2015,4,7,19
511,12,4224,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2015,4,7,20
512,6,4199,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2015,4,7,21
506,10,4122,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2015,4,7,21
501,48,4240,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2015,4,7,2
503,24,4042,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2015,4,7,18
501,17,4223,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,4,7,6
506,43,4129,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2015,4,7,12
505,48,4190,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,4,7,14
501,11,4234,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2015,4,7,14
505,16,4169,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2015,4,7,16
501,18,4218,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2015,4,7,17
501,18,4201,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2015,4,7,18
306,60,4100,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2015,4,8,19
510,1,7765,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,4,8,1
505,8,4025,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,4,8,5
505,14,4111,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,4,8,5
501,10,4246,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,4,8,5
501,11,4241,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2015,4,8,5
504,8,4029,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2015,4,8,5
511,9,4217,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,4,8,5
501,10,4213,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,4,8,5
503,24,4091,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,4,8,6
505,10,4031,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2015,4,8,6
504,4,4047,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2015,4,8,6
512,0,4187,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,4,8,6
501,10,4204,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,4,8,6
512,6,4036,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2015,4,8,6
509,8,4182,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2015,4,8,6
506,37,4092,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2015,4,8,6
501,10,4205,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,4,8,8
506,8,4168,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2015,4,8,8
511,12,4202,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,4,8,8
506,10,4043,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,4,8,8
504,8,4074,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,4,8,8
506,10,4128,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2015,4,8,8
506,20,4077,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2015,4,8,8
504,18,4048,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2015,4,8,12
506,10,4071,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,4,8,15
510,6,1666,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2015,4,8,18
511,10,4116,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2015,4,8,4
509,12,4403,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2015,4,8,4
509,6,4192,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,4,8,4
509,6,4070,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,4,8,5
504,9,4176,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,4,8,5
512,13,4038,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2015,4,8,5
504,8,4094,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2015,4,8,5
504,8,4014,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,4,8,5
504,8,4033,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,4,8,5
506,10,4112,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,4,8,5
504,8,4147,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,4,8,5
504,7,4001,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,4,8,5
504,20,4001,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,4,8,5
503,24,4142,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,4,8,5
504,8,4169,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,4,8,5
504,5,4031,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,4,8,5
510,11,7780,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2015,4,8,5
504,17,4047,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2015,4,8,5
505,19,4077,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2015,4,8,5
501,11,4208,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,4,8,5
501,11,6846,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,4,8,5
510,10,8119,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,4,8,6
501,46,4125,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2015,4,8,6
510,12,7834,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2015,4,8,6
504,53,4150,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,4,9,6
306,20,4121,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,4,9,6
509,28,4403,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,4,9,6
501,12,4243,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,4,9,6
501,12,4238,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2015,4,9,6
501,11,4207,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,4,9,6
502,24,4042,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,4,9,6
501,11,4211,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,4,9,6
509,8,4116,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2015,4,9,6
503,28,4089,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2015,4,9,7
501,12,4246,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2015,4,9,7
506,7,4016,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,4,9,7
512,0,4184,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,4,9,7
510,8,1632,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,4,9,8
510,8,1639,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,4,9,8
510,8,7745,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,4,9,10
509,8,4161,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2015,4,9,11
510,6,7686,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,4,9,4
510,6,1639,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2015,4,9,5
505,14,4127,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,4,9,5
506,11,4122,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,4,9,5
501,31,4234,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,4,9,5
510,6,7877,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2015,4,9,5
504,8,4026,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,4,9,5
512,13,4081,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2015,4,9,5
510,4,1565,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2015,4,9,5
512,21,4100,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2015,4,9,5
504,5,4013,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,4,9,5
510,4,1631,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,4,9,5
504,8,4087,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,4,9,5
504,4,4180,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,4,9,5
506,10,4168,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,4,9,5
504,8,4011,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,4,9,6
510,4,1568,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,4,9,6
504,50,4166,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2015,4,9,6
501,11,4244,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,4,9,6
504,18,4031,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,4,9,8
509,8,4404,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,4,9,8
509,8,4073,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,4,9,9
506,14,4112,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,4,9,12
501,14,4247,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2015,4,9,14
505,24,4156,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2015,4,10,14
